step,inputs/demo_proportion,inputs/low_dim_state_mean,inputs/low_dim_state_min,inputs/low_dim_state_max,inputs/timeouts,QAttentionAgent_layer0/losses/total_loss,QAttentionAgent_layer0/losses/trans_loss,QAttentionAgent_layer0/losses/rot_loss,QAttentionAgent_layer0/losses/grip_loss,QAttentionAgent_layer0/losses/collision_loss,monitoring/memory_gb,monitoring/cpu_percent
1900,1.0,0.05139988288283348,0.0,0.1666666716337204,0.0,13.832684516906738,10.361315727233887,3.3070125579833984,0.15931116044521332,0.005045301280915737,2.496028672,8.455
2000,1.0,0.41561317443847656,0.03954041004180908,1.0,0.0,15.437623023986816,10.38086223602295,4.860103130340576,0.07754679769277573,0.11911072582006454,2.667880448,8.375
2100,1.0,0.11389567703008652,0.0,0.4166666567325592,0.0,13.41241455078125,7.202125072479248,6.083797931671143,0.12517555058002472,0.0013161577517166734,2.509062144,8.415000000000001
2200,1.0,0.11389515548944473,0.0,0.4166666567325592,0.0,7.641160488128662,5.055014133453369,2.5277342796325684,0.057754773646593094,0.0006572232232429087,2.6672824320000004,8.385
2300,1.0,0.4573163390159607,0.03961670398712158,1.0,0.0,15.980683326721191,7.313592433929443,7.723941326141357,0.029697418212890625,0.9134524464607239,2.4956928,8.32
2400,1.0,0.07223253697156906,0.0,0.25,0.0,16.831985473632812,13.183399200439453,3.4135782718658447,0.23260922729969025,0.0023987111635506153,2.667630592,8.325
2500,1.0,0.4991210699081421,0.039847493171691895,1.0,0.0,17.383026123046875,9.547073364257812,5.348668098449707,1.970057487487793,0.5172269940376282,2.4992112640000004,8.385
2600,1.0,0.21181543171405792,0.0,0.8333333134651184,0.0,17.586219787597656,10.552573204040527,6.81691312789917,0.09894262254238129,0.11779183149337769,2.469912576,8.385
2700,1.0,0.5198521614074707,0.03966712951660156,1.0,0.0,19.675504684448242,12.848104476928711,6.106019973754883,0.18243026733398438,0.5389491319656372,2.685534208,8.379999999999999
2800,1.0,0.4991452395915985,0.03995323181152344,1.0,0.0,20.783720016479492,13.07159423828125,7.470009803771973,0.12885628640651703,0.11326035112142563,2.4983019520000003,8.32
2900,1.0,0.5199120044708252,0.03982016444206238,1.0,0.0,15.572086334228516,10.22659683227539,4.7537031173706055,0.5523834824562073,0.0394027978181839,2.629521408,8.32
3000,1.0,0.1555662453174591,0.0,0.5833333134651184,0.0,9.904765129089355,6.243899822235107,3.5032246112823486,0.15352675318717957,0.0041139028035104275,2.4957132800000004,8.34
3100,1.0,0.5199166536331177,0.03982806205749512,1.0,0.0,13.504548072814941,9.91814136505127,3.038576364517212,0.5207777619361877,0.027052704244852066,2.66356736,8.370000000000001
3200,1.0,0.5196326971054077,0.03914269804954529,1.0,0.0,15.52237606048584,11.50050163269043,3.889815330505371,0.016330284997820854,0.11572861671447754,2.5050767360000004,8.405
3300,1.0,0.4991375803947449,0.03988361358642578,1.0,0.0,18.039630889892578,10.216558456420898,4.8806633949279785,2.3727264404296875,0.5696824193000793,2.669993984,8.4
3400,1.0,0.07222915440797806,0.0,0.25,0.0,8.948412895202637,5.543129920959473,3.37522029876709,0.029903611168265343,0.0001597276859683916,2.5014312960000002,8.33
3500,1.0,0.09306362271308899,0.0,0.3333333432674408,0.0,11.202239036560059,7.924331188201904,3.1993355751037598,0.07801773399114609,0.0005539313424378633,2.6735370240000003,8.45
3600,1.0,0.1347329020500183,0.0,0.5,0.0,8.639399528503418,5.40715217590332,3.058664321899414,0.17124122381210327,0.0023424585815519094,2.5018572800000003,8.4
3700,1.0,0.47830313444137573,0.0398792028427124,1.0,0.0,16.384754180908203,8.262624740600586,5.808646202087402,1.842504620552063,0.4709790349006653,2.465087488,8.39
3800,1.0,0.1972314864397049,0.0,0.75,0.0,6.045438289642334,3.288438558578491,2.746782064437866,0.010011458769440651,0.00020597243565134704,2.666426368,8.370000000000001
3900,1.0,0.3947600722312927,0.03942689299583435,1.0,0.0,8.52776050567627,4.854135990142822,3.5721356868743896,0.0394156351685524,0.062073830515146255,2.487123968,8.325
4000,1.0,0.4572683572769165,0.03935277462005615,1.0,0.0,3.59548282623291,1.1567894220352173,2.3421807289123535,0.09207070618867874,0.00444199051707983,2.65209856,8.440000000000001
4100,1.0,0.43640321493148804,0.03930613398551941,1.0,0.0,10.79980754852295,7.390029430389404,3.074587821960449,0.3343539237976074,0.0008361419313587248,2.503028736,8.42
4200,1.0,0.17639777064323425,0.0,0.6666666865348816,0.0,4.671674728393555,2.5326929092407227,2.1356303691864014,0.003269447945058346,8.177422569133341e-05,2.6889953280000003,8.5
4300,1.0,0.5199320316314697,0.03986233472824097,1.0,0.0,15.357213973999023,10.821529388427734,4.353208065032959,0.08698102831840515,0.09549528360366821,2.4997437440000003,8.3
4400,1.0,0.5196195244789124,0.039098381996154785,1.0,0.0,14.641008377075195,11.274337768554688,3.25547194480896,0.04623999074101448,0.0649585872888565,2.673491968,8.4
4500,1.0,0.4991225600242615,0.03984081745147705,1.0,0.0,9.31538200378418,3.6040303707122803,4.332357883453369,1.326967716217041,0.05202680081129074,2.5000837120000003,8.385
4600,1.0,0.43644392490386963,0.03946775197982788,1.0,0.0,5.785628318786621,3.646596908569336,1.9989861249923706,0.13951341807842255,0.0005315321614034474,2.63141376,8.25
4700,1.0,0.49912744760513306,0.03985190391540527,1.0,0.0,12.951329231262207,7.91692590713501,4.493886470794678,0.40449362993240356,0.13602368533611298,2.5029263360000003,8.405
4800,1.0,0.19723010063171387,0.0,0.75,0.0,4.411162376403809,1.566999912261963,2.825324296951294,0.018337130546569824,0.0005009111482650042,2.671644672,8.4
4900,1.0,0.4573037624359131,0.03951096534729004,1.0,0.0,8.44255256652832,3.2316360473632812,4.819789409637451,0.07040876150131226,0.32071760296821594,2.515832832,8.375
5000,1.0,0.5197575688362122,0.039349913597106934,1.0,0.0,6.834957599639893,4.110922813415527,2.60697603225708,0.11509493738412857,0.001963474787771702,2.483822592,8.455
5100,1.0,0.09306669980287552,0.0,0.3333333432674408,0.0,9.035204887390137,6.700351238250732,1.9397921562194824,0.393320769071579,0.0017402517842128873,2.6694737920000002,8.365
5200,1.0,0.4991500675678253,0.039965420961380005,1.0,0.0,18.008987426757812,13.221908569335938,4.690722465515137,0.06620540469884872,0.030150363221764565,2.5073582080000003,8.305
5300,1.0,0.519650936126709,0.03913053870201111,1.0,0.0,10.650239944458008,8.200160026550293,2.379450798034668,0.011600539088249207,0.05902903154492378,2.670002176,8.465
5400,1.0,0.4780988097190857,0.03936097025871277,1.0,0.0,8.279438018798828,6.378228187561035,1.8824883699417114,0.018573297187685966,0.00014745102089364082,2.507464704,8.375
5500,1.0,0.43642300367355347,0.03936648368835449,1.0,0.0,10.263021469116211,7.7396392822265625,2.4930970668792725,0.024953188374638557,0.005331701599061489,2.691293184,8.504999999999999
5600,1.0,0.05139903351664543,0.0,0.1666666716337204,0.0,7.61595344543457,3.9836738109588623,3.615847110748291,0.009612937457859516,0.006819900590926409,2.505392128,8.385
5700,1.0,0.4782995581626892,0.03987419605255127,1.0,0.0,15.629701614379883,9.109314918518066,4.425750255584717,1.9578254222869873,0.13681082427501678,2.6896998400000003,8.455
5800,1.0,0.5197729468345642,0.03941357135772705,1.0,0.0,19.817153930664062,12.606274604797363,2.975888252258301,4.234957695007324,3.433168603805825e-05,2.503712768,8.39
5900,1.0,0.4781101942062378,0.03947123885154724,1.0,0.0,1.9446748495101929,0.0702456459403038,1.8716163635253906,0.00261084851808846,0.00020203932945150882,2.6712064,8.290000000000001
6000,1.0,0.09306709468364716,0.0,0.3333333432674408,0.0,6.531974792480469,4.565677165985107,1.9242384433746338,0.0419582799077034,0.00010084597306558862,2.50630144,8.33
6100,1.0,0.25973182916641235,0.0,1.0,0.0,6.104960918426514,3.3115525245666504,2.7900240421295166,0.003341569099575281,4.2437604861333966e-05,2.465665024,9.285
6200,1.0,0.1555670201778412,0.0,0.5833333134651184,0.0,11.879962921142578,9.758157730102539,2.11323881149292,0.008563581854104996,1.7881377516459906e-06,2.6736476160000002,8.535
6300,1.0,0.11389603465795517,0.0,0.4166666567325592,0.0,7.718871116638184,3.74578857421875,3.5007808208465576,0.4722331166267395,6.842378934379667e-05,2.485092352,8.41
6400,1.0,0.5199302434921265,0.03985270857810974,1.0,0.0,10.208806037902832,7.274657726287842,2.895745277404785,0.010445212945342064,0.02795812115073204,2.647769088,8.345
6500,1.0,0.4156390428543091,0.0395503044128418,1.0,0.0,10.532417297363281,4.022575855255127,5.774399757385254,0.014383329078555107,0.7210577726364136,2.5016893440000003,8.42
6600,1.0,0.2597329616546631,0.0,1.0,0.0,16.59754180908203,9.172492980957031,2.438633441925049,4.980790138244629,0.005627384874969721,2.6717061120000003,8.525
6700,1.0,0.4781026244163513,0.0393947958946228,1.0,0.0,2.4671273231506348,0.3536132276058197,2.024303674697876,0.0886775553226471,0.000532842765096575,2.505486336,8.405
6800,1.0,0.2597328722476959,0.0,1.0,0.0,5.700364589691162,3.7839837074279785,1.7335959672927856,0.1814565658569336,0.001328301033936441,2.664267776,8.325
6900,1.0,0.11389672011137009,0.0,0.4166666567325592,0.0,5.177144527435303,3.1350064277648926,2.0361850261688232,0.005917648319154978,3.6000557884108275e-05,2.507431936,8.415000000000001
7000,1.0,0.4989050030708313,0.03937441110610962,1.0,0.0,6.195745944976807,3.9027767181396484,2.287083625793457,0.0024749382864683867,0.003410833887755871,2.6678394880000003,8.39
7100,1.0,0.49890175461769104,0.03932178020477295,1.0,0.0,6.9619832038879395,5.4642415046691895,1.4684641361236572,0.02202386036515236,0.007253857795149088,2.50271744,8.375
7200,1.0,0.15556520223617554,0.0,0.5833333134651184,0.0,5.40214729309082,2.473172903060913,2.874412775039673,0.05383909121155739,0.0007223857101053,2.6686914560000004,8.415000000000001
7300,1.0,0.09306653589010239,0.0,0.3333333432674408,0.0,6.875524997711182,5.349979400634766,1.512677550315857,0.012865162454545498,2.7418097943154862e-06,2.50968064,8.385
7400,1.0,0.4156199097633362,0.03954094648361206,1.0,0.0,9.557907104492188,6.297625541687012,2.6566195487976074,0.5893071889877319,0.014355478808283806,2.482741248,8.51
7500,1.0,0.4991462826728821,0.039958953857421875,1.0,0.0,18.477893829345703,13.274909019470215,5.18084716796875,0.011331840418279171,0.010805548168718815,2.6702970880000003,8.32
7600,1.0,0.4573023319244385,0.03953075408935547,1.0,0.0,9.430936813354492,3.267460823059082,5.93458890914917,0.00044848397374153137,0.22843927145004272,2.506973184,8.355
7700,1.0,0.39478784799575806,0.03953742980957031,1.0,0.0,9.673662185668945,6.975835800170898,2.668602705001831,0.0007588367443531752,0.028464343398809433,2.652311552,8.425
7800,1.0,0.15556678175926208,0.0,0.5833333134651184,0.0,10.001497268676758,7.912967205047607,2.0346150398254395,0.05383841320872307,7.629103492945433e-05,2.504208384,8.434999999999999
7900,1.0,0.4572368264198303,0.03931748867034912,1.0,0.0,7.555253028869629,4.1496429443359375,3.03202223777771,0.3735355734825134,5.1973900554003194e-05,2.670276608,8.504999999999999
8000,1.0,0.19723182916641235,0.0,0.75,0.0,8.705265998840332,7.017335891723633,1.6832985877990723,0.004619759041815996,1.2397689715726301e-05,2.507681792,8.36
8100,1.0,0.07223109900951385,0.0,0.25,0.0,8.280228614807129,4.620059013366699,3.6506881713867188,0.009480219334363937,8.344646857949556e-07,2.672336896,8.525
8200,1.0,0.49913257360458374,0.039873719215393066,1.0,0.0,7.038154602050781,3.2071211338043213,3.712869167327881,0.05974573269486427,0.058418191969394684,2.5024512000000003,8.385
8300,1.0,0.39476320147514343,0.039360642433166504,1.0,0.0,3.9050445556640625,1.1432353258132935,2.5946249961853027,0.16718365252017975,8.344646857949556e-07,2.6724147200000004,8.47
8400,1.0,0.3739469647407532,0.03951948881149292,1.0,0.0,8.561848640441895,6.389953136444092,2.149827480316162,0.021971499547362328,9.63164638960734e-05,2.50556416,8.434999999999999
8500,1.0,0.49889370799064636,0.039279431104660034,1.0,0.0,6.623528957366943,4.819421291351318,1.762878656387329,0.041153550148010254,7.533743337262422e-05,2.4752005120000002,8.455
8600,1.0,0.134730726480484,0.0,0.5,0.0,3.473334789276123,1.300586223602295,2.162471055984497,0.01012109499424696,0.00015639036428183317,2.652852224,8.379999999999999
8700,1.0,0.41556212306022644,0.03933510184288025,1.0,0.0,8.464030265808105,3.2003650665283203,5.179551601409912,0.08411218225955963,1.1920922133867862e-06,2.5024798720000003,8.395
8800,1.0,0.3531038463115692,0.03937867283821106,1.0,0.0,3.99749493598938,0.969939112663269,3.015460729598999,0.01207447424530983,2.0861407392658293e-05,2.64890368,8.334999999999999
8900,1.0,0.09306018054485321,0.0,0.3333333432674408,0.0,5.856147289276123,3.3079159259796143,2.544813871383667,0.0034168928395956755,4.768370445162873e-07,2.504040448,8.41
9000,1.0,0.4991495609283447,0.039964109659194946,1.0,0.0,10.686717987060547,6.006635665893555,4.625253677368164,0.030637210234999657,0.024191435426473618,2.634018816,8.35
9100,1.0,0.47829824686050415,0.03986614942550659,1.0,0.0,14.223489761352539,8.769034385681152,4.418316841125488,1.0061795711517334,0.029958566650748253,2.5073254400000002,8.485
9200,1.0,0.19722987711429596,0.0,0.75,0.0,5.758946418762207,3.4104080200195312,2.3482959270477295,0.00024041623692028224,2.0265558760002023e-06,2.6871357440000003,8.379999999999999
9300,1.0,0.19723087549209595,0.0,0.75,0.0,9.337736129760742,6.439929962158203,2.8956716060638428,0.0021340709645301104,1.1920928244535389e-07,2.507395072,8.365
9400,1.0,0.5196373462677002,0.039123326539993286,1.0,0.0,15.039263725280762,12.614824295043945,2.402534246444702,0.0003364712174516171,0.021568268537521362,2.716459008,8.415000000000001
9500,1.0,0.457245409488678,0.03937619924545288,1.0,0.0,7.419120788574219,5.461974143981934,1.935050129890442,0.022016046568751335,8.070142939686775e-05,2.505207808,8.41
9600,1.0,0.49891388416290283,0.03938362002372742,1.0,0.0,9.355403900146484,7.324191093444824,2.018630027770996,0.012351568788290024,0.0002307625545654446,2.4667381760000002,8.41
9700,1.0,0.47806233167648315,0.03932371735572815,1.0,0.0,5.267792701721191,3.035684585571289,2.179593324661255,0.052475739270448685,3.8980677345534787e-05,2.66889216,8.35
9800,1.0,0.5199811458587646,0.03992462158203125,1.0,0.0,13.637828826904297,8.883363723754883,3.804737091064453,0.6839134097099304,0.26581496000289917,2.48537088,8.4
9900,1.0,0.41561853885650635,0.03952741622924805,1.0,0.0,7.038583755493164,4.751514434814453,2.284292459487915,0.0008328068652190268,0.001943962532095611,2.689687552,8.395
10000,1.0,0.4573104679584503,0.039560914039611816,1.0,0.0,7.311150074005127,3.31223464012146,3.9615492820739746,0.008922941982746124,0.02844325639307499,2.5021399040000003,8.375
10100,1.0,0.15556523203849792,0.0,0.5833333134651184,0.0,7.169338226318359,4.446075916290283,2.7223093509674072,0.0009433348895981908,9.65590606938349e-06,2.6717347840000003,8.379999999999999
10200,1.0,0.19722703099250793,0.0,0.75,0.0,4.646224498748779,2.728853702545166,1.9165574312210083,0.0008133916999213398,1.1920928244535389e-07,2.507743232,8.379999999999999
10300,1.0,0.1347336769104004,0.0,0.5,0.0,8.826509475708008,6.758689880371094,2.0107438564300537,0.05707424879074097,5.960462772236497e-07,2.6947256320000004,8.41
10400,1.0,0.43646156787872314,0.039449989795684814,1.0,0.0,5.0218305587768555,1.0073943138122559,4.00153923034668,0.0003200257197022438,0.012577144429087639,2.502639616,8.405
10500,1.0,0.09306640177965164,0.0,0.3333333432674408,0.0,8.504827499389648,7.175912857055664,1.3260045051574707,0.002910903189331293,1.1920928244535389e-07,2.63378944,8.355
10600,1.0,0.4572941064834595,0.03944432735443115,1.0,0.0,7.138367176055908,2.7067580223083496,4.396637439727783,0.007753633428364992,0.027217913419008255,2.5025658880000003,8.43
10700,1.0,0.17639830708503723,0.0,0.6666666865348816,0.0,13.733014106750488,10.31058406829834,3.4151792526245117,0.007248058449476957,3.099436753473128e-06,2.689175552,8.370000000000001
10800,1.0,0.25973042845726013,0.0,1.0,0.0,6.982232570648193,5.600146293640137,1.3817003965377808,0.0003856868715956807,0.0,2.509705216,8.395
10900,1.0,0.47829902172088623,0.039871811866760254,1.0,0.0,8.171772003173828,3.501899242401123,4.185166358947754,0.4831846058368683,0.0015219782944768667,2.486042624,8.379999999999999
11000,1.0,0.21181415021419525,0.0,0.8333333134651184,0.0,10.64022159576416,2.468602180480957,5.533049583435059,2.6384925842285156,7.724463648628443e-05,2.669371392,8.440000000000001
11100,1.0,0.051398973912000656,0.0,0.1666666716337204,0.0,7.277050018310547,4.619877338409424,2.656643867492676,0.0005281960475258529,3.576278118089249e-07,2.50697728,8.309999999999999
11200,1.0,0.1763986200094223,0.0,0.6666666865348816,0.0,5.984045505523682,4.544135570526123,1.251314640045166,0.18857993185520172,1.549708758830093e-05,2.6707148800000002,8.365
11300,1.0,0.05140022560954094,0.0,0.1666666716337204,0.0,6.4673919677734375,4.967316150665283,1.4940332174301147,0.006036265753209591,6.198863957251888e-06,2.5033236480000003,8.415000000000001
11400,1.0,0.17639777064323425,0.0,0.6666666865348816,0.0,4.178839683532715,2.0018794536590576,2.1621692180633545,0.01479087769985199,0.0,2.6687979520000003,8.465
11500,1.0,0.25973275303840637,0.0,1.0,0.0,13.756874084472656,10.899181365966797,2.5872182846069336,0.2704465091228485,2.729855441430118e-05,2.501926912,8.425
11600,1.0,0.07223256677389145,0.0,0.25,0.0,9.220061302185059,6.659700870513916,2.557962417602539,0.002369931200519204,2.8729025871143676e-05,2.6697318400000003,8.405
11700,1.0,0.5198616981506348,0.039688289165496826,1.0,0.0,9.480794906616211,5.416810035705566,3.061032772064209,0.949103593826294,0.05384925752878189,2.5038643200000004,8.370000000000001
11800,1.0,0.49894338846206665,0.03947022557258606,1.0,0.0,1.0136128664016724,0.026874586939811707,0.9777402281761169,0.0089979637414217,1.1920928244535389e-07,2.6686586880000003,8.36
11900,1.0,0.5196362733840942,0.03910815715789795,1.0,0.0,12.302796363830566,9.865172386169434,2.4370334148406982,0.00041571559268049896,0.00017498392844572663,2.507788288,8.325
12000,1.0,0.5196369886398315,0.03916192054748535,1.0,0.0,10.039823532104492,8.526557922363281,1.5036592483520508,0.009603964164853096,2.861018856492592e-06,2.477621248,8.49
12100,1.0,0.2180633842945099,0.0,0.8333333134651184,0.0,19.012374877929688,16.847867965698242,2.042776584625244,0.12164895236492157,8.260862523457035e-05,2.687647744,8.309999999999999
12200,1.0,0.4573018550872803,0.03951704502105713,1.0,0.0,5.455448150634766,1.2296168804168701,4.218444347381592,0.00014697425649501383,0.0072403657250106335,2.506645504,8.39
12300,1.0,0.47810786962509155,0.039413273334503174,1.0,0.0,0.7718011736869812,0.10715099424123764,0.6590295433998108,0.005595615599304438,2.5033637939486653e-05,2.687184896,8.495000000000001
12400,1.0,0.4781075417995453,0.03937450051307678,1.0,0.0,2.1604137420654297,0.9955548048019409,1.1632204055786133,0.0016383809270337224,0.0,2.5002516480000003,8.43
12500,1.0,0.5198797583580017,0.0397336483001709,1.0,0.0,14.584295272827148,10.578245162963867,3.1055750846862793,0.8875281810760498,0.012946361675858498,2.6697728,8.405
12600,1.0,0.13472916185855865,0.0,0.5,0.0,2.112579584121704,0.5728546977043152,1.5226695537567139,0.01705503650009632,2.3841855067985307e-07,2.50351616,8.45
12700,1.0,0.39472877979278564,0.03933510184288025,1.0,0.0,5.577692985534668,3.298597812652588,2.277531623840332,0.0015636371681466699,0.0,2.7107164160000004,8.47
12800,1.0,0.5199993252754211,0.03999738767743111,1.0,0.0,40.24160385131836,16.74474334716797,23.473587036132812,0.02325371652841568,2.0265373677830212e-05,2.5059205120000003,8.379999999999999
12900,1.0,0.17639222741127014,0.0,0.6666666865348816,0.0,5.373682498931885,2.593332529067993,2.7747962474823,0.0055534131824970245,4.768370445162873e-07,2.6929192960000004,8.955
13000,1.0,0.2534903287887573,0.0,1.0,0.0,11.4557466506958,4.637535095214844,2.6618878841400146,0.7876912951469421,3.3686320781707764,2.506194944,8.375
13100,1.0,0.2597324550151825,0.0,1.0,0.0,6.158738136291504,4.860971450805664,1.2962926626205444,0.0014698426239192486,4.172316494077677e-06,2.4728371200000003,8.49
13200,1.0,0.43643975257873535,0.03950780630111694,1.0,0.0,6.366056442260742,4.376764297485352,1.9861358404159546,0.003108908887952566,4.732496745418757e-05,2.7098972160000003,8.48
13300,1.0,0.41561174392700195,0.039524972438812256,1.0,0.0,3.981991767883301,2.8566977977752686,1.05715811252594,0.06794966012239456,0.00018606838420964777,2.508648448,8.415000000000001
13400,1.0,0.17014671862125397,0.0,0.6666666865348816,0.0,7.5228400230407715,3.1361443996429443,4.249290466308594,0.11381307244300842,0.023592118173837662,2.6748067840000003,8.45
13500,1.0,0.15556111931800842,0.0,0.5833333134651184,0.0,2.2842183113098145,0.8880846500396729,1.395036220550537,0.0010971962474286556,2.3841855067985307e-07,2.50464256,8.405
13600,1.0,0.25973236560821533,0.0,1.0,0.0,11.398599624633789,9.430252075195312,1.8198922872543335,0.14845091104507446,4.529942543740617e-06,2.670174208,8.345
13700,1.0,0.1701454222202301,0.0,0.6666666865348816,0.0,6.5995965003967285,1.9884792566299438,4.374698638916016,0.21017694473266602,0.026241574436426163,2.504757248,8.455
13800,1.0,0.155563622713089,0.0,0.5833333134651184,0.0,2.4211974143981934,1.2487819194793701,1.1016871929168701,0.07072724401950836,9.536738616588991e-07,2.685935616,8.4
13900,1.0,0.4572749435901642,0.039449602365493774,1.0,0.0,1.1976732015609741,0.012289279140532017,1.1853554248809814,2.8490614567999728e-05,0.0,2.5056256,8.35
14000,1.0,0.25973379611968994,0.0,1.0,0.0,4.535984039306641,2.5459494590759277,1.9694194793701172,0.02053898014128208,7.629103492945433e-05,2.668498944,8.485
14100,1.0,0.3947716951370239,0.0394168496131897,1.0,0.0,1.1641043424606323,0.30753615498542786,0.8556039333343506,0.000964295701123774,0.0,2.504404992,8.325
14200,1.0,0.1347324550151825,0.0,0.5,0.0,3.5285840034484863,1.5113403797149658,1.8976342678070068,0.11960871517658234,7.152555099310121e-07,2.467176448,8.415000000000001
14300,1.0,0.3738868832588196,0.039332419633865356,1.0,0.0,4.988330364227295,3.557523727416992,1.4100022315979004,0.020801248028874397,3.2186455882765586e-06,2.67290624,8.43
14400,1.0,0.259732186794281,0.0,1.0,0.0,15.416882514953613,14.077774047851562,1.3284475803375244,0.010660839267075062,4.768370445162873e-07,2.4868864,8.465
14500,1.0,0.17639802396297455,0.0,0.6666666865348816,0.0,8.612675666809082,5.973374843597412,2.6048402786254883,0.034460823982954025,2.3841855067985307e-07,2.677362688,8.565000000000001
14600,1.0,0.5197683572769165,0.0393524169921875,1.0,0.0,3.336935043334961,2.623213529586792,0.6646932363510132,0.0490262396633625,2.264974000354414e-06,2.5046220800000003,8.459999999999999
14700,1.0,0.09306581318378448,0.0,0.3333333432674408,0.0,3.3365862369537354,1.9114201068878174,1.4242435693740845,0.0009205871028825641,1.9073468138230965e-06,2.6906910720000004,8.43
14800,1.0,0.39477115869522095,0.039399921894073486,1.0,0.0,1.1530420780181885,0.452955961227417,0.6982238292694092,0.0018623403739184141,0.0,2.5044541440000003,8.315000000000001
14900,1.0,0.13473358750343323,0.0,0.5,0.0,4.217593669891357,1.6500118970870972,2.558594226837158,0.00898733176290989,1.1920928244535389e-07,2.6942382080000002,8.405
15000,1.0,0.15556520223617554,0.0,0.5833333134651184,0.0,3.9598183631896973,3.273977041244507,0.682420551776886,0.003419863060116768,9.536738616588991e-07,2.5038356480000004,8.41
15100,1.0,0.21806442737579346,0.0,0.8333333134651184,0.0,2.5019431114196777,0.9650505781173706,1.5344904661178589,0.002402041107416153,1.1920928244535389e-07,2.633617408,8.3
15200,1.0,0.5196502208709717,0.03912368416786194,1.0,0.0,14.44570255279541,11.671276092529297,2.7456231117248535,0.011674653738737106,0.01712910085916519,2.5039749120000003,8.45
15300,1.0,0.15556639432907104,0.0,0.5833333134651184,0.0,4.062188625335693,2.3899614810943604,1.6102153062820435,0.062011536210775375,2.3841855067985307e-07,2.6907770880000004,8.485
15400,1.0,0.21182265877723694,0.0,0.8333333134651184,0.0,6.754654884338379,2.284524440765381,4.40247917175293,0.0653737336397171,0.0022774015087634325,2.5144893440000002,8.315000000000001
